season_year,estimated_week,team_code,change_type,player_name,draft_round,draft_pick,confidence,estimation_method
2011,7,CHLK,added,DeAngelo Williams,,,low,weekly_distribution_weighting
2011,6,CHLK,added,Nick Novak,,,low,weekly_distribution_weighting
2011,2,CHLK,added,Vernon Davis,,,low,weekly_distribution_weighting
2011,8,CHLK,added,Reggie Wayne,,,low,weekly_distribution_weighting
2011,1,CHLK,added,Plaxico Burress,,,low,weekly_distribution_weighting
2011,17,CHLK,added,Jon Baldwin,,,low,weekly_distribution_weighting
2011,15,CHLK,added,Braylon Edwards,,,low,weekly_distribution_weighting
2011,16,CHLK,added,Larry Fitzgerald,,,low,weekly_distribution_weighting
2011,6,CHLK,added,Dez Bryant,,,low,weekly_distribution_weighting
2011,16,CHLK,added,Mark Ingram,,,low,weekly_distribution_weighting
2011,3,CHLK,added,Willis McGahee,,,low,weekly_distribution_weighting
2011,8,CHLK,added,Carson Palmer,,,low,weekly_distribution_weighting
2011,7,CHLK,added,Titans D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2011,11,DKEG,added,Earl Bennett,,,low,weekly_distribution_weighting
2011,1,DKEG,added,Josh McCown,,,low,weekly_distribution_weighting
2011,4,DKEG,added,Santana Moss,,,low,weekly_distribution_weighting
2011,10,DKEG,added,Toby Gerhart,,,low,weekly_distribution_weighting
2011,5,DKEG,added,Jabar Gaffney,,,low,weekly_distribution_weighting
2011,7,DKEG,added,Matt Flynn,,,low,weekly_distribution_weighting
2011,8,DKEG,dropped,Lance Moore,8.0,3.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2011,1,DKEG,dropped,Derrick Ward,13.0,10.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2011,5,DKEG,dropped,Chris Cooley,16.0,3.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2011,17,DKEG,dropped,Kenny Britt,7.0,10.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2011,5,DKEG,dropped,Montario Hardesty,15.0,10.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2011,8,DKEG,dropped,Jacoby Ford,14.0,3.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2011,6,MRYJ,added,Pierre Thomas,,,low,weekly_distribution_weighting
2011,9,MRYJ,added,Calvin Johnson,,,low,weekly_distribution_weighting
2011,16,MRYJ,added,A.J. Green,,,low,weekly_distribution_weighting
2011,12,MRYJ,added,David Nelson,,,low,weekly_distribution_weighting
2011,14,MRYJ,added,Andre Johnson,,,low,weekly_distribution_weighting
2011,5,MRYJ,added,Darren McFadden,,,low,weekly_distribution_weighting
2011,8,MRYJ,added,C.J. Spiller,,,low,weekly_distribution_weighting
2011,9,MRYJ,added,Torrey Smith,,,low,weekly_distribution_weighting
2011,1,MRYJ,added,Antonio Gates,,,low,weekly_distribution_weighting
2011,6,MRYJ,added,James Jones,,,low,weekly_distribution_weighting
2011,17,MRYJ,added,LeGarrette Blount,,,low,weekly_distribution_weighting
2011,6,MRYJ,added,Andy Dalton,,,low,weekly_distribution_weighting
2011,6,MRYJ,added,Bills D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2011,9,MRYJ,added,Rob Bironas,,,low,weekly_distribution_weighting
2011,14,MRYJ,added,Tony Romo,,,low,weekly_distribution_weighting
2011,8,MRYJ,added,Marion Barber,,,low,weekly_distribution_weighting
2011,12,BALL,added,Robert Meachem,,,low,weekly_distribution_weighting
2011,3,BALL,added,Cam Newton,,,low,weekly_distribution_weighting
2011,13,BALL,added,Rob Gronkowski,,,low,weekly_distribution_weighting
2011,3,BALL,added,Mike Nugent,,,low,weekly_distribution_weighting
2011,12,BALL,added,Bengals D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2011,16,BALL,added,Matt Hasselbeck,,,low,weekly_distribution_weighting
2011,3,BALL,added,Brandon Lloyd,,,low,weekly_distribution_weighting
2011,5,BALL,added,BenJarvus Green-Ellis,,,low,weekly_distribution_weighting
2011,9,BALL,added,Johnny Knox,,,low,weekly_distribution_weighting
2011,7,BALL,added,Marshawn Lynch,,,low,weekly_distribution_weighting
2011,15,BALL,added,Danario Alexander,,,low,weekly_distribution_weighting
2011,15,BALL,added,Dwayne Bowe,,,low,weekly_distribution_weighting
2011,8,BALL,added,Michael Bush,,,low,weekly_distribution_weighting
2011,10,BALL,added,Arian Foster,,,low,weekly_distribution_weighting
2011,13,BALL,added,Josh Cribbs,,,low,weekly_distribution_weighting
2011,9,BALL,added,Bears D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2012,5,PCX,added,Mike Williams,,,low,weekly_distribution_weighting
2012,7,PCX,added,Darrius Heyward-Bey,,,low,weekly_distribution_weighting
2012,8,PCX,added,Benjamin Watson,,,low,weekly_distribution_weighting
2012,5,PCX,added,Russell Wilson,,,low,weekly_distribution_weighting
2012,2,PCX,added,Mikel Leshoure,,,low,weekly_distribution_weighting
2012,7,PCX,added,A.J. Green,,,low,weekly_distribution_weighting
2012,10,PCX,added,Ryan Fitzpatrick,,,low,weekly_distribution_weighting
2012,16,PCX,added,Brandon Pettigrew,,,low,weekly_distribution_weighting
2012,12,PCX,added,Brandon Weeden,,,low,weekly_distribution_weighting
2012,4,PCX,added,Matt Prater,,,low,weekly_distribution_weighting
2012,4,PCX,added,Larry Fitzgerald,,,low,weekly_distribution_weighting
2012,10,PCX,added,DeSean Jackson,,,low,weekly_distribution_weighting
2012,15,PCX,added,Falcons D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2012,10,PCX,added,Ray Rice,,,low,weekly_distribution_weighting
2012,7,PCX,added,Chris Givens,,,low,weekly_distribution_weighting
2012,7,PCX,added,Jared Cook,,,low,weekly_distribution_weighting
2012,1,GFM,added,Kyle Rudolph,,,low,weekly_distribution_weighting
2012,9,GFM,added,Nate Washington,,,low,weekly_distribution_weighting
2012,4,GFM,added,Shaun Suisham,,,low,weekly_distribution_weighting
2012,6,GFM,added,Jackie Battle,,,low,weekly_distribution_weighting
2012,2,GFM,added,Sidney Rice,,,low,weekly_distribution_weighting
2012,12,GFM,added,Tony Scheffler,,,low,weekly_distribution_weighting
2012,3,GFM,added,Adrian Peterson,,,low,weekly_distribution_weighting
2012,14,GFM,added,Dexter McCluster,,,low,weekly_distribution_weighting
2012,17,GFM,added,Randy Moss,,,low,weekly_distribution_weighting
2012,5,GFM,added,Joique Bell,,,low,weekly_distribution_weighting
2012,13,GFM,dropped,Maurice Jones-Drew,2.0,8.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2012,8,GFM,dropped,Percy Harvin,4.0,8.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2012,1,GFM,dropped,Titus Young,7.0,5.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2012,4,GFM,dropped,Fred Davis,11.0,5.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2012,8,GFM,dropped,Jahvid Best,9.0,5.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2012,12,GFM,dropped,Darrius Heyward-Bey,12.0,8.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2012,10,GFM,dropped,Brent Celek,14.0,8.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2012,5,GFM,dropped,Randall Cobb,13.0,5.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2012,11,GFM,dropped,Willis McGahee,8.0,8.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2012,5,2SCM,added,Montell Owens,,,low,weekly_distribution_weighting
2012,15,2SCM,added,Shayne Graham,,,low,weekly_distribution_weighting
2012,2,2SCM,added,Dennis Pitta,,,low,weekly_distribution_weighting
2012,7,2SCM,added,Bengals D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2012,7,2SCM,added,Danario Alexander,,,low,weekly_distribution_weighting
2012,8,2SCM,added,Cecil Shorts,,,low,weekly_distribution_weighting
2012,16,2SCM,added,Santana Moss,,,low,weekly_distribution_weighting
2012,10,2SCM,added,Josh Gordon,,,low,weekly_distribution_weighting
2012,2,2SCM,added,Vick Ballard,,,low,weekly_distribution_weighting
2012,7,2SCM,added,Rod Streater,,,low,weekly_distribution_weighting
2012,14,2SCM,added,Jeremy Kerley,,,low,weekly_distribution_weighting
2012,6,2SCM,dropped,Robert Meachem,8.0,4.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2012,1,2SCM,dropped,Seahawks D/ST,15.0,9.0,high,late_round_early_drop_pattern+defense_streaming_pattern+weekly_distribution_weighting
2012,15,2SCM,dropped,Jonathan Stewart,10.0,4.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2012,15,2SCM,dropped,Ryan Mathews,4.0,4.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2012,3,2SCM,dropped,Felix Jones,14.0,4.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2012,10,2SCM,dropped,Kellen Winslow,1.0,9.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2012,5,2SCM,dropped,Ben Roethlisberger,11.0,9.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2012,17,2SCM,dropped,Sidney Rice,13.0,9.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2012,1,2SCM,dropped,Pierre Garcon,9.0,9.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2012,2,2SCM,dropped,Chad Johnson,2.0,4.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2012,6,2SCM,dropped,Sebastian Janikowski,16.0,4.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2012,9,BBWZ,added,Robert Meachem,,,low,weekly_distribution_weighting
2012,15,BBWZ,added,Mike Nugent,,,low,weekly_distribution_weighting
2012,7,BBWZ,added,Brandon Stokley,,,low,weekly_distribution_weighting
2012,2,BBWZ,added,Marcel Reece,,,low,weekly_distribution_weighting
2012,2,BBWZ,added,Ronnie Hillman,,,low,weekly_distribution_weighting
2012,11,BBWZ,dropped,Leonard Hankerson,16.0,10.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2012,1,BBWZ,dropped,Vincent Brown,12.0,10.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2012,4,BBWZ,dropped,Dexter McCluster,13.0,3.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2012,2,BBWZ,dropped,Alex Henery,15.0,3.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2012,17,BBWZ,dropped,Laurent Robinson,11.0,3.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2012,2,SSS,added,Matthew Stafford,,,low,weekly_distribution_weighting
2012,13,SSS,added,Andre Roberts,,,low,weekly_distribution_weighting
2012,2,SSS,added,Patriots D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2012,2,SSS,added,Jacquizz Rodgers,,,low,weekly_distribution_weighting
2012,11,SSS,added,Matt Forte,,,low,weekly_distribution_weighting
2012,8,SSS,added,Michael Turner,,,low,weekly_distribution_weighting
2012,17,SSS,added,Mario Manningham,,,low,weekly_distribution_weighting
2012,11,SSS,added,Eric Decker,,,low,weekly_distribution_weighting
2012,6,SSS,added,Brian Hartline,,,low,weekly_distribution_weighting
2012,6,SSS,added,Torrey Smith,,,low,weekly_distribution_weighting
2012,9,SSS,added,Antonio Gates,,,low,weekly_distribution_weighting
2012,6,SSS,added,LeGarrette Blount,,,low,weekly_distribution_weighting
2012,9,SSS,added,Jason Hanson,,,low,weekly_distribution_weighting
2012,10,SSS,added,Packers D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2012,10,SSS,added,Pierre Garcon,,,low,weekly_distribution_weighting
2012,12,SSS,added,Brandon Myers,,,low,weekly_distribution_weighting
2012,17,PITB,added,Scott Chandler,,,low,weekly_distribution_weighting
2012,12,PITB,added,Dan Bailey,,,low,weekly_distribution_weighting
2012,6,PITB,added,Justin Forsett,,,low,weekly_distribution_weighting
2012,12,PITB,dropped,Terrell Owens,15.0,1.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2012,9,PITB,dropped,Jacob Tamme,9.0,1.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2012,6,PITB,dropped,Ed Dickson,16.0,12.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2012,10,JAGB,added,Anquan Boldin,,,low,weekly_distribution_weighting
2012,7,JAGB,added,Jimmy Graham,,,low,weekly_distribution_weighting
2012,7,JAGB,added,Shonn Greene,,,low,weekly_distribution_weighting
2012,10,JAGB,added,David Wilson,,,low,weekly_distribution_weighting
2012,9,JAGB,added,Golden Tate,,,low,weekly_distribution_weighting
2012,11,JAGB,added,Reggie Wayne,,,low,weekly_distribution_weighting
2012,6,JAGB,added,Jets D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2012,10,JAGB,added,Texans D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2012,15,JAGB,added,Doug Martin,,,low,weekly_distribution_weighting
2012,6,JAGB,added,Giants D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2012,2,JAGB,added,Tom Brady,,,low,weekly_distribution_weighting
2012,1,JAGB,added,Dez Bryant,,,low,weekly_distribution_weighting
2012,1,JAGB,added,Andy Dalton,,,low,weekly_distribution_weighting
2012,10,JAGB,added,Lawrence Tynes,,,low,weekly_distribution_weighting
2012,16,JAGB,added,Matt Bryant,,,low,weekly_distribution_weighting
2012,5,JAGB,added,Bilal Powell,,,low,weekly_distribution_weighting
2012,6,JACK,added,Cam Newton,,,low,weekly_distribution_weighting
2012,6,JACK,added,Lance Moore,,,low,weekly_distribution_weighting
2012,5,JACK,added,LaRod Stephens-Howling,,,low,weekly_distribution_weighting
2012,17,JACK,added,Justin Blackmon,,,low,weekly_distribution_weighting
2012,7,JACK,added,Greg Olsen,,,low,weekly_distribution_weighting
2012,6,JACK,added,Knowshon Moreno,,,low,weekly_distribution_weighting
2012,2,JACK,added,Randall Cobb,,,low,weekly_distribution_weighting
2012,14,JACK,added,Joe Flacco,,,low,weekly_distribution_weighting
2012,11,JACK,added,Andre Johnson,,,low,weekly_distribution_weighting
2012,4,JACK,added,Vernon Davis,,,low,weekly_distribution_weighting
2012,3,JACK,added,Michael Bush,,,low,weekly_distribution_weighting
2012,7,JACK,added,Bryce Brown,,,low,weekly_distribution_weighting
2012,14,JACK,added,Dolphins D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2012,16,JACK,added,Beanie Wells,,,low,weekly_distribution_weighting
2012,1,JACK,added,Fred Jackson,,,low,weekly_distribution_weighting
2012,7,JACK,added,Connor Barth,,,low,weekly_distribution_weighting
2012,5,CHLK,added,Cardinals D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2012,5,CHLK,added,DeMarco Murray,,,low,weekly_distribution_weighting
2012,1,CHLK,added,Donnie Avery,,,low,weekly_distribution_weighting
2012,8,CHLK,added,Brandon Lloyd,,,low,weekly_distribution_weighting
2012,13,CHLK,added,Josh Freeman,,,low,weekly_distribution_weighting
2012,7,CHLK,added,Heath Miller,,,low,weekly_distribution_weighting
2012,14,CHLK,added,Darren McFadden,,,low,weekly_distribution_weighting
2012,9,CHLK,added,Sebastian Janikowski,,,low,weekly_distribution_weighting
2012,14,CHLK,added,Trent Richardson,,,low,weekly_distribution_weighting
2012,6,CHLK,added,Colin Kaepernick,,,low,weekly_distribution_weighting
2012,4,CHLK,added,Chad Henne,,,low,weekly_distribution_weighting
2012,17,CHLK,added,Kenny Britt,,,low,weekly_distribution_weighting
2012,17,CHLK,added,Dallas Clark,,,low,weekly_distribution_weighting
2012,3,CHLK,added,Ben Roethlisberger,,,low,weekly_distribution_weighting
